id_solicitante,idade,salario,situacao_imovel,tempo_trabalho,motivo_emprestimo,pontuacao_emprestimo,valor_solicitado,taxa_juros,possibilidade_inadimplencia,percentual_renda,tempo_historico_solicitacoes,adimplente
itmfkawm-pfpb,22,57500,Alugado,1,Empreendimento,B,9100,11.49,0,0.16,3,N
ius3i51a-p9ae,23,46500,Hipotecada,1,Médico,A,5000,7.49,1,0.11,3,N
yyo7elc8-fqik,28,225000,Hipotecada,8,Pessoal,C,16800,13.92,0,0.07,5,S
olcbevpb-9baz,30,180000,Hipotecada,2,"Pegamento de dívidas",A,12500,6.03,0,0.07,6,N
zw4qjtji-hnzh,25,36000,Alugado,2,Pessoal,C,4000,13.61,0,0.11,3,S
akdhgibe-jeit,32,47900,Alugado,2,Educação,A,11000,7.51,0,0.23,7,N
hgjkzouy-wxnt,28,46000,Alugado,0,Médico,A,2500,6.91,0,0.05,8,N
qw31ngmu-efzo,25,42500,Hipotecada,9,Educação,A,2000,5.42,0,0.05,3,N
ogy0d2cx-l6wo,28,115000,Hipotecada,12,Empreendimento,C,16000,13.85,0,0.14,8,S
ymvqxzgm-xako,23,65000,Hipotecada,0,Educação,C,8500,15.23,0,0.13,3,S
w4pugg4l-2iex,26,49000,Alugado,2,Empreendimento,D,8400,18.25,1,0.17,4,S
bujlrpi9-yd2k,27,140000,Própria,12,Empreendimento,B,24100,11.83,0,0.17,10,N
welqh13n-f9ku,23,44000,Alugado,2,Empreendimento,E,9400,16.32,1,0.21,3,S
1o7baf1f-b1th,22,32000,Alugado,0,Pessoal,B,3200,10.2,0,0.1,3,N
jpzti7kd-p5y9,29,53004,Hipotecada,2,"Reforma residencial",A,15000,9.63,0,0.28,10,N
vtbyz9zw-dpfs,21,13806,Alugado,6,Educação,C,4750,12.73,1,0.34,2,S
gzewchud-tg3e,29,96000,Hipotecada,4,Empreendimento,A,4500,6.76,0,0.05,10,N
ibqyx50y-je8d,24,45000,Alugado,1,Pessoal,C,16425,13.49,1,0.36,2,S
xkmztymh-3cz4,43,90000,Hipotecada,0,Empreendimento,D,15000,14.46,0,0.17,11,S
guubwbjv-e73d,22,24960,Alugado,0,Educação,A,2500,7.51,0,0.1,4,N
lrtq8fwp-ofnu,24,85000,Própria,8,Empreendimento,A,22000,6.54,0,0.26,4,N
8al7ztrq-eu1r,30,81120,Própria,3,Pessoal,B,18000,10.75,0,0.22,5,N
pgimqrh7-pgh2,26,70000,Hipotecada,10,Educação,B,5000,9.88,0,0.07,4,N
riw8fwz1-wur3,25,45000,Hipotecada,0,Médico,A,5950,7.74,0,0.13,2,N
56xcrpcf-xpyk,27,300000,Hipotecada,11,"Pegamento de dívidas",A,35000,NULL,0,0.12,8,N
ci0bo2xe-ittm,26,34000,Alugado,0,Empreendimento,B,1200,9.91,0,0.04,3,N
1cf9wp51-a8o6,45,42320,Hipotecada,6,"Reforma residencial",C,7475,13.49,0,0.18,13,N
1gcntydk-viby,32,73000,Hipotecada,5,"Reforma residencial",D,6000,15.62,0,0.08,8,N
ntfkleum-3qsn,23,60000,Hipotecada,7,Educação,A,10500,NULL,0,0.17,4,N
75gqqipk-h76n,23,60000,Hipotecada,7,Educação,A,10000,6.03,0,0.17,3,N
3in7zqhc-7kds,22,39900,Alugado,4,Empreendimento,B,19000,12.18,1,0.48,3,N
6tfheuhn-sgna,34,57000,Alugado,9,"Pegamento de dívidas",B,7500,11.14,0,0.13,7,N
mx6elpnv-y6pz,25,60000,Própria,9,Médico,A,4000,6.39,0,0.07,4,N
f7fl9by5-gtz6,28,39000,Hipotecada,13,Médico,D,3375,14.83,1,0.09,8,N
7c1cpto7-hexv,23,36000,Alugado,0,Empreendimento,C,11000,13.11,1,0.31,3,S
ysr4gzse-u4sq,37,73000,Alugado,4,"Pegamento de dívidas",B,11500,12.21,0,0.16,11,N
obz75bpb-p5th,32,66000,Alugado,4,Médico,B,10000,11.71,0,0.15,9,N
z1qoq2pg-hggv,31,72000,Hipotecada,6,Médico,A,9800,6.62,0,0.14,7,N
aiyejlan-blkb,24,78000,Hipotecada,0,Pessoal,B,15000,NULL,1,0.19,2,N
rlxbuyyh-d03k,24,45600,Hipotecada,0,Educação,A,7200,6.91,0,0.16,2,N
n4udbfmb-7kpj,35,115000,Alugado,2,Médico,A,14000,NULL,0,0.12,5,N
o6p54ewa-eeoq,47,50000,Hipotecada,3,Empreendimento,C,4000,NULL,0,0.08,17,S
93uglxgh-efxp,22,50000,Própria,4,Pessoal,B,5000,12.62,0,0.1,3,N
9o3crjca-mojj,24,80000,Hipotecada,9,Médico,A,10000,NULL,0,0.13,2,N
aejijhsc-0ul1,28,33763,Alugado,5,Médico,A,4800,7.14,0,0.14,5,N
ybbq2ghi-4pck,45,61000,Hipotecada,2,"Pegamento de dívidas",C,11600,13.48,0,0.19,11,N
v9lffums-h7af,32,21120,Alugado,0,Empreendimento,A,10000,NULL,1,0.47,10,N
sw88thn2-p6cm,36,92000,Hipotecada,18,Médico,A,4000,7.29,0,0.04,11,N
iwrah61b-fp87,22,24996,Alugado,6,"Pegamento de dívidas",B,7000,11.86,0,0.28,2,N
vxptakpx-zaaq,32,83000,Hipotecada,1,Educação,A,10000,8,0,0.12,5,N
xo5ag12o-xksz,24,62000,Alugado,1,Médico,C,1600,13.85,0,0.03,4,S
ngqf58kr-v1us,24,33396,Alugado,3,Pessoal,D,2800,16,1,0.08,3,N
qjtrt6di-iucg,25,57300,Alugado,2,"Reforma residencial",C,10400,11.66,0,0.18,4,S
uu29jpjc-o0r0,23,35000,Própria,2,Empreendimento,B,14000,NULL,0,0.4,3,N
rav56ubz-yynv,27,37595,Alugado,6,"Pegamento de dívidas",A,9600,7.14,0,0.26,8,N
ex2uo81z-jsfd,NULL,110000,Hipotecada,16,Médico,A,5500,15.31,1,NULL,2,S
ry0pfy7y-f8kb,22,87800,Alugado,3,Médico,B,15000,11.36,0,0.17,4,N
ml9miiec-fkz1,22,34000,Alugado,2,Educação,D,10000,NULL,1,0.29,3,S
l1vtedyj-lw9k,24,34000,Alugado,1,Empreendimento,B,5750,10.75,0,0.17,3,N
vsb1qigt-emiz,28,52000,Alugado,0,Médico,C,5600,13.85,0,0.11,8,S
ml1kmqqc-b7od,33,56400,Hipotecada,3,Educação,B,8500,12.42,1,0.15,6,N
amsozdbg-dkls,23,25000,Hipotecada,4,Médico,A,5000,9.32,0,0.2,2,N
towoaweq-lypn,22,32000,Hipotecada,0,Educação,A,1700,7.9,0,0.05,4,N
c4uyw2qx-aipf,33,82000,Alugado,9,Empreendimento,A,5000,7.51,0,0.06,8,N
iorcgte5-qekt,33,38400,Alugado,6,Médico,B,10500,11.99,0,0.27,8,N
bceudjaw-yyfh,27,72000,Alugado,3,"Pegamento de dívidas",D,25000,15.95,1,0.35,6,S
kg8jbvhg-dqqo,31,15456,Hipotecada,1,Pessoal,A,4000,8.9,1,0.26,5,N
q4jaxx6k-mypw,24,49812,Alugado,4,Médico,A,15000,6.17,0,0.3,3,N
chjtav94-6s67,21,29664,Hipotecada,5,"Pegamento de dívidas",C,5000,13.57,1,0.17,4,S
cfgqql99-kurg,24,58000,Hipotecada,8,Educação,C,8000,13.43,0,0.14,4,N
k8a5p2cz-bjmn,41,102300,Hipotecada,9,Médico,B,8800,11.58,0,0.09,11,N
xaw5cpwx-pp2f,21,70000,Alugado,5,Pessoal,A,14000,6.99,0,0.2,3,N
nzsxanps-npxd,24,48000,Hipotecada,9,Empreendimento,A,8400,NULL,0,0.17,4,N
m051tdry-2exy,32,73000,Hipotecada,3,"Reforma residencial",A,8500,7.29,0,0.12,10,N
3y97rdvx-b12x,33,33036,Alugado,4,Empreendimento,C,13800,13.47,1,0.42,5,S
j8l4eaon-6mjz,23,50000,Própria,4,Empreendimento,A,4800,5.99,0,0.1,3,N
vrclbn1l-xaqn,22,24000,Hipotecada,6,Médico,A,2500,7.14,0,0.1,2,N
bcmxizl2-0uyc,23,24000,Alugado,4,Educação,C,12250,13.16,1,0.51,3,N
sjzsh18j-7c2u,33,87895,Hipotecada,4,"Pegamento de dívidas",A,2800,7.14,0,0.03,9,N
hhgstk8r-fnkt,25,49500,Hipotecada,2,"Pegamento de dívidas",A,2400,7.51,0,0.05,2,N
ddbjkpyl-m6jh,25,29004,Alugado,5,Pessoal,C,12000,12.84,1,0.41,4,S
cmkiy8kr-qum3,25,45000,Alugado,4,"Pegamento de dívidas",C,15000,NULL,1,0.33,2,N
neao1uqv-fds8,21,18000,Própria,1,Pessoal,B,2500,11.36,0,0.14,3,N
l1rgdlln-bdb0,25,38400,Própria,4,Empreendimento,C,12500,13.06,0,0.33,2,S
30jhl0dh-q4ii,27,175000,Hipotecada,7,Médico,A,15000,7.49,0,0.09,8,N
yoyzdtuo-7f10,32,38482,Alugado,6,Médico,D,9000,15.31,1,0.23,7,S
9kspki8a-cnzu,24,38400,Alugado,8,Médico,A,4200,6.76,0,0.11,4,N
i8czcdq1-wwls,27,78000,Alugado,5,Educação,E,9600,17.14,0,0.12,7,S
ddbe9kzi-jfvk,23,60000,Própria,2,Médico,A,5000,6.03,0,0.08,3,N
rsw0bpa9-wmmt,26,150000,Hipotecada,10,Pessoal,B,15000,12.21,0,0.1,2,N
pg2liyxg-er18,25,45000,Alugado,9,Educação,A,4800,7.51,0,0.11,3,N
zub4emwe-efbr,23,60000,Alugado,2,Médico,A,9000,6.17,0,0.15,2,N
ypgnkjc4-qvbg,33,NULL,Hipotecada,17,Pessoal,B,12000,16.77,NULL,0.19,2,N
1lir1bng-bf9q,26,71400,Alugado,10,Médico,D,16000,NULL,1,0.19,4,S
gdecdgz8-ffv5,30,60000,Alugado,0,Pessoal,B,12000,11.71,0,0.2,9,N
pkwsnmbu-x2ae,32,59004,Alugado,2,"Reforma residencial",B,6000,11.49,0,0.1,8,N
9jqofwcl-hf6d,38,55000,Hipotecada,16,Educação,A,11700,7.66,0,0.21,15,N
ka29efre-m4ok,44,48000,Alugado,0,Empreendimento,C,5000,13.43,0,0.1,14,N
6zi775c7-1xm0,26,18000,Alugado,1,Empreendimento,C,1800,13.8,0,0.1,3,S
5hosbmbc-6dqs,25,43500,Hipotecada,2,"Reforma residencial",A,9000,9.63,0,0.21,4,N
gpczzfk7-psa9,24,29004,Alugado,5,Médico,B,8725,12.18,0,0.3,2,N
hmqzlqbh-t0qt,44,58000,Hipotecada,13,Empreendimento,D,6400,16.29,0,0.11,13,N
7vdqeusn-t9pr,22,18000,Alugado,0,Pessoal,B,3600,NULL,1,0.2,2,N
quogofm7-2gio,26,18144,Alugado,2,Pessoal,B,2675,9.91,0,0.15,4,N
rpa4ycx9-2com,22,65000,Alugado,7,Educação,D,7000,15.99,0,0.11,3,N
ajbmwrap-8k6k,29,74360,Própria,7,Educação,A,8725,5.99,0,0.12,5,N
jou5ig3u-fzi8,24,38400,Alugado,8,Pessoal,E,3000,17.56,0,0.08,2,S
rhqzk67x-hpm5,23,15000,Própria,4,Empreendimento,B,4600,10.99,1,0.31,2,N
uwwgfcak-qc3h,21,28776,Hipotecada,NULL,Empreendimento,A,8000,8.9,0,0.28,2,N
mdbi6lsu-g05z,23,90000,Hipotecada,NULL,Pessoal,A,3000,6.03,0,0.03,4,N
4jtibqhu-iw9e,30,105000,Alugado,3,"Pegamento de dívidas",B,14000,11.49,0,0.13,6,N
qzana0jg-ldkd,26,55000,Alugado,1,"Pegamento de dívidas",C,3000,NULL,0,0.05,2,N
jwuvkrf4-axs1,34,72000,Alugado,17,Médico,C,2400,13.16,0,0.03,8,N
m4f4bcud-n5mv,25,253000,Hipotecada,5,"Reforma residencial",F,25000,17.26,1,0.1,4,N
z5dtefqc-dx5e,28,160000,Hipotecada,4,"Pegamento de dívidas",B,34000,9.91,0,0.21,7,N
rkssow9v-hl4w,29,140000,Própria,5,Empreendimento,B,27000,9.91,0,0.19,7,N
ajkmym5i-52kw,49,88400,Hipotecada,4,Médico,C,20000,13.92,0,0.23,14,S
ex7e1xdw-gsod,23,34000,Alugado,1,Empreendimento,C,9500,NULL,1,0.28,3,N
lrwlzh6b-ssuc,22,85200,Alugado,6,Empreendimento,D,20000,15.65,1,0.23,4,S
ofvytnr3-htex,22,60000,Alugado,0,Educação,B,15000,11.71,0,0.25,3,N
35wutfsb-ga5s,24,46000,Alugado,0,Educação,D,5975,14.46,1,0.13,2,S
d9y2algh-uscp,22,46000,Alugado,7,Pessoal,C,14100,14.26,1,0.31,2,N
artltcxj-weya,28,93200,Alugado,1,Empreendimento,A,8800,7.88,0,0.09,7,N
e8lerldo-hcln,22,44000,Hipotecada,5,"Pegamento de dívidas",A,7200,7.29,0,0.16,3,N
nvsuinqr-inuf,24,27000,Própria,9,Médico,A,9475,8.94,0,0.35,3,N
kdaj9is9-ktop,28,50000,Alugado,2,"Pegamento de dívidas",B,3000,10.37,0,0.06,9,N
lxahwznu-ulaq,34,30000,Alugado,2,"Reforma residencial",A,12000,8.9,1,0.4,8,N
fghcuunc-4xzz,28,120000,Hipotecada,0,Educação,A,1000,7.12,0,0.01,5,N
c809nf2j-oukg,22,37000,Alugado,NULL,"Pegamento de dívidas",B,10000,NULL,0,0.27,2,N
dk09y9bh-h4tm,64,120000,Hipotecada,NULL,Pessoal,B,1500,NULL,0,0.02,3,N
zhgnsafa-pb6f,23,90000,Hipotecada,8,"Pegamento de dívidas",B,3600,12.69,0,0.04,3,N
tqcrmnt4-73fh,37,20004,NULL,0,"Pegamento de dívidas",B,12200,12.53,NULL,0.44,4,N
7wcfrlc1-uvgf,34,175000,Hipotecada,18,Pessoal,B,12000,10.74,0,0.07,7,N
ja7b2okr-rrem,22,59000,Hipotecada,6,"Pegamento de dívidas",A,6400,NULL,0,0.11,4,N
iyiot2u7-m5ka,22,100000,Alugado,0,Pessoal,B,20000,12.21,0,0.2,3,N
frk2hujs-enoo,23,112800,Hipotecada,3,"Pegamento de dívidas",B,35000,NULL,0,0.31,4,N
rzgne2sa-fn5x,23,62000,Hipotecada,2,Pessoal,A,10000,NULL,0,0.16,2,N
e08mbhqu-0phb,23,38000,Alugado,0,Médico,B,5000,11.58,0,0.13,3,N
x58snyra-wt4h,22,66000,Alugado,6,Educação,C,25000,13.06,1,0.38,3,S
cfoftzd1-ou1k,26,64000,Alugado,8,Educação,B,7500,9.83,0,0.12,4,N
7shyxxdj-6h9l,22,44412,Alugado,3,Pessoal,C,12000,13.11,0,0.27,2,S
dpl1r2d2-logu,25,90000,Hipotecada,7,Empreendimento,A,11000,9.32,0,0.12,3,N
quxdsbtb-0set,27,81000,Alugado,4,Empreendimento,B,6000,11.86,0,0.07,10,N
10uc8cgq-fv4d,22,30000,Alugado,1,Educação,D,4000,14.96,1,0.13,2,S
nzyp945b-b0lf,30,16500,Alugado,0,Empreendimento,C,4000,14.22,1,0.24,7,S
5of4ud23-w9nx,24,44000,Alugado,2,"Pegamento de dívidas",D,25000,15.33,1,0.57,2,N
popgto3u-z5sf,30,265000,Hipotecada,3,"Reforma residencial",D,24000,14.96,0,0.09,7,S
ukj2dazk-hfzg,22,22000,Alugado,6,Médico,C,4350,11.54,0,0.2,3,N
ynzs2tfr-xttt,29,98000,Hipotecada,11,"Pegamento de dívidas",C,1825,14.27,0,0.02,6,N
40igglx3-srbo,31,88000,Alugado,1,"Pegamento de dívidas",B,13225,12.42,0,0.15,7,N
1sqnyc1r-o6kh,25,150000,Hipotecada,9,Empreendimento,A,8200,5.79,0,0.05,2,N
mhjofns6-q928,22,31000,Alugado,4,Pessoal,A,10000,NULL,1,0.32,4,N
jwb5dbnz-3ipn,37,NULL,Hipotecada,6,Educação,,20000,NULL,0,0.36,8,N
ckidjphv-kiff,24,170000,Hipotecada,8,Educação,B,5000,11.71,0,0.03,3,N
zajbegex-nxxf,37,69996,Hipotecada,10,Pessoal,B,5000,NULL,0,0.07,16,N
mggesxe8-uyy2,26,12000,Própria,0,"Pegamento de dívidas",A,2700,NULL,1,0.23,4,N
t5eguknp-tdc6,25,29000,Alugado,2,Médico,C,2500,12.84,1,0.09,4,S
athomqj2-hf5c,22,50000,Alugado,6,"Pegamento de dívidas",C,20000,13.22,1,0.4,2,N
elt9kjo4-qeqt,25,52000,Hipotecada,5,"Reforma residencial",A,12000,7.88,0,0.23,3,N
zz0eydnm-pmfh,29,84500,Hipotecada,3,Pessoal,A,35000,8.9,0,0.41,6,N
8azjh4ra-rl4w,30,72000,Hipotecada,3,Médico,C,9000,14.22,0,0.13,6,S
aunx8zqo-tczy,25,40000,Alugado,2,"Pegamento de dívidas",A,7000,8.94,0,0.17,3,N
pguvbzwa-1pdo,30,82060,Alugado,1,Educação,A,7200,NULL,0,0.09,7,N
v0ega0va-zpmy,24,28800,Hipotecada,8,"Reforma residencial",A,1400,8.9,1,0.05,3,N
abtebecf-5flq,28,48000,Alugado,7,Pessoal,C,4000,14.35,0,0.08,10,N
nk6x97nt-aqia,21,70553,Hipotecada,2,Médico,D,10000,15.28,1,0.12,3,N
txxunnzx-bk4p,27,72000,Hipotecada,6,Educação,A,6000,5.42,0,0.08,6,N
sshehhlt-2zxd,23,63000,Hipotecada,8,NULL,A,2800,10.65,0,NULL,14,N
nrqsu4mg-yjkg,25,150000,Alugado,2,"Reforma residencial",A,8750,7.74,0,0.06,4,N
mjsefk4a-jykk,25,106226,Hipotecada,9,Educação,B,20000,12.18,0,0.19,4,N
o0rm8piw-29wu,21,75000,Hipotecada,5,Educação,A,8550,6.91,0,0.11,3,N
070giux8-rafi,25,75996,Hipotecada,9,Médico,A,9000,7.74,0,0.12,3,N
gzgfs2hw-ysgi,40,52000,NULL,2,Educação,,4000,NULL,1,0.21,11,N
kbopaqyt-dxtw,28,NULL,Hipotecada,2,Educação,B,4600,9.99,0,0.06,2,NULL
ndg8rom1-t6nd,23,45000,Alugado,2,Empreendimento,A,3600,6.03,0,0.08,3,N
f9o0izb7-rusx,26,75000,Hipotecada,4,"Reforma residencial",A,NULL,16.29,0,NULL,4,S
xrzycmf2-heej,23,60036,Alugado,7,Médico,B,7200,9.91,0,0.12,4,N
fp6ra3gf-ogwe,23,71000,NULL,7,Educação,,11000,7.51,0,0.17,4,N
adu47j8n-xffc,24,72000,Alugado,8,Pessoal,C,3200,13.92,0,0.04,3,N
lihljsze-8re2,27,60000,Alugado,3,Empreendimento,F,7000,19.47,0,0.12,7,N
kcvo9m9t-9hdv,21,33600,Própria,5,Empreendimento,B,3000,11.83,0,0.09,4,N
a3zvby8s-p33a,22,90888,Hipotecada,5,Educação,C,NULL,14.83,0,NULL,9,N
tbdm7duj-ckbg,32,65000,Hipotecada,12,Empreendimento,A,12000,7.88,0,0.18,5,N
ctgpnn14-1cmc,36,24000,Alugado,20,"Pegamento de dívidas",B,10000,11.86,1,0.42,15,N
pwtkv1g8-s99s,32,62000,Hipotecada,6,Pessoal,B,6000,11.36,0,0.1,6,N
c0onbigr-wzse,29,105000,Hipotecada,4,Empreendimento,A,12000,6.62,0,0.11,7,N
7uhmysaq-wdht,22,19680,Alugado,2,Médico,D,7750,14.83,1,0.39,4,N
cxnjhw5g-x0no,33,33504,Alugado,4,"Pegamento de dívidas",B,9600,10.99,0,0.29,8,N
dylnbvno-rstm,25,38004,Alugado,6,Médico,C,20000,13.11,1,0.53,2,N
4spd6yrs-xtph,42,35000,Alugado,1,Médico,B,7500,9.99,0,0.21,15,N
mtsr74wq-ysuq,23,87600,Hipotecada,7,Médico,C,20000,13.35,0,0.23,4,S
3m4xtid4-9gvh,37,65000,Alugado,7,"Reforma residencial",C,12000,13.98,0,0.18,12,N
6bapawyk-m1i9,33,75000,Hipotecada,3,"Reforma residencial",B,15000,12.21,0,0.2,10,N
bafmcxjf-reuj,22,35000,Alugado,2,Médico,B,5000,11.71,0,0.14,2,N
n5xos5bp-4p59,22,60000,Alugado,6,Pessoal,A,14000,6.03,0,0.23,2,N
wzcbgnmy-l4qe,28,77385,Alugado,3,"Pegamento de dívidas",A,6000,7.66,0,0.08,9,N
d5sptwyu-rklc,31,85000,Alugado,3,Empreendimento,B,7500,10.08,0,0.09,5,N
hjr0qjc3-k8ob,22,30000,Alugado,1,Educação,B,6000,10.65,0,0.2,2,N
oywclkxr-6oor,22,55500,Hipotecada,6,Médico,A,3000,7.37,0,0.05,2,N
b4zk70ji-je48,27,50000,Hipotecada,3,"Pegamento de dívidas",C,10000,12.84,0,0.2,10,N
dfhcoagq-hxqn,36,125000,Hipotecada,14,Médico,A,14500,NULL,0,0.12,16,N
yzcip9u4-ijd9,22,28000,Hipotecada,5,Educação,A,8500,6.17,0,0.3,2,N
jkwwos33-4azs,22,45000,Hipotecada,3,Educação,B,4000,11.83,0,0.09,3,N
uydufps0-shbt,22,80000,Alugado,1,Pessoal,B,14400,11.71,0,0.18,2,N
nwasix1q-jrao,34,30000,Hipotecada,5,Empreendimento,A,14000,7.51,0,0.47,8,N
xhe4bia3-bqvy,30,28000,Própria,5,Pessoal,B,6300,11.99,0,0.23,9,N
q74eojyx-pylq,25,50000,Hipotecada,0,Empreendimento,A,2600,6.03,0,0.05,3,N
vrhijgvx-jzcn,23,73426,Hipotecada,0,Educação,C,7500,NULL,0,0.1,2,N
ct1ribns-epg0,23,36000,Alugado,1,Pessoal,D,7500,12.61,1,0.21,2,S
k0lwkfst-yriu,34,80000,Hipotecada,4,"Reforma residencial",B,11000,10.99,0,0.14,6,N
xyz6nn8l-zw6z,27,20004,Alugado,0,Empreendimento,B,1500,12.69,0,0.07,9,N
6zllftds-43pe,28,24000,Alugado,0,Médico,D,1600,15.05,1,0.07,5,N
nnoutsrl-hkz5,23,95000,Alugado,4,Educação,B,10000,10.99,0,0.11,4,N
pl6qxghe-sbhi,46,60000,Hipotecada,7,Pessoal,A,3600,6.99,0,0.06,13,N
owglkfh6-7nfa,27,39996,Própria,1,"Reforma residencial",B,8000,12.53,0,0.2,5,N
sk3utwyx-3pjq,41,60000,Alugado,7,"Reforma residencial",A,23800,6.91,1,0.4,15,N
zuh5eky4-cins,25,26400,Alugado,5,Educação,A,5300,8.49,0,0.2,3,N
seop4es0-mtil,25,44000,Hipotecada,2,Empreendimento,D,12000,14.54,0,0.27,2,N
qmhxfhqm-nxvb,29,63533,Alugado,0,Pessoal,A,5400,7.66,0,0.08,7,N
n90lnpjk-xase,41,62004,Alugado,5,"Reforma residencial",A,14000,8.9,0,0.23,17,N
j1vhyran-qmko,37,117000,Hipotecada,15,"Reforma residencial",C,8000,13.06,0,0.07,13,N
tkodob1h-agt9,37,89532,Alugado,9,Médico,B,6600,12.53,0,0.07,12,N
dnexsump-gtfu,32,35000,Hipotecada,11,"Pegamento de dívidas",C,4000,13.61,0,0.11,5,S
kibpyggf-wuof,24,75000,Hipotecada,2,Empreendimento,B,10000,11.26,0,0.13,4,N
thh34df0-r6lg,23,48000,Própria,0,Empreendimento,E,15750,16.35,0,0.33,3,N
amryhtpg-pna3,32,45000,Alugado,3,Pessoal,B,2400,12.42,0,0.05,6,N
3ndmbdqj-dmyl,36,700000,Hipotecada,16,Médico,C,25000,12.53,0,0.04,13,S
wwbvxxn6-vqov,23,74000,Alugado,7,"Pegamento de dívidas",B,24000,10.99,1,0.32,2,N
xw3ekn31-paro,30,NULL,Hipotecada,1,"Pegamento de dívidas",A,1600,NULL,0,0.04,10,N
nqwjhqas-leey,23,80000,Alugado,4,Pessoal,A,6475,6.99,1,0.08,3,N
q7usn5aa-xldi,24,70399,Alugado,0,"Pegamento de dívidas",A,1000,8.59,0,0.01,2,N
otbsdt9m-tnbp,NULL,62000,Alugado,3,"Reforma residencial",C,NULL,15.99,0,0.05,10,S
sykfix4t-pvwk,26,53004,Hipotecada,3,"Pegamento de dívidas",B,5000,10,0,0.09,4,N
sjiiuw7c-6485,28,77000,Hipotecada,4,"Pegamento de dívidas",B,2600,11.71,0,0.03,5,N
koyy6imv-v2mo,27,25000,Alugado,2,Pessoal,,7500,9.07,0,0.13,2,NULL
h23mxyyp-f2cb,27,48000,Alugado,4,"Pegamento de dívidas",B,4200,10.74,0,0.09,5,N
sbol3ili-rxkn,38,26300,Alugado,1,"Pegamento de dívidas",C,7500,13.47,1,0.29,12,N
9jelm1de-apuj,30,79000,Hipotecada,3,"Reforma residencial",A,6000,9.63,0,0.08,8,N
xdrevyyr-9dbe,26,100000,Hipotecada,10,"Pegamento de dívidas",A,12000,5.99,0,0.12,2,N
iffueoyt-8wyi,28,49000,Hipotecada,11,Empreendimento,C,8025,NULL,1,0.16,7,S
5mmma2ji-ymie,26,87292,Hipotecada,5,Médico,A,9600,5.99,0,0.11,4,N
p8di0gl7-qokh,23,39996,Alugado,0,Educação,C,6000,11.66,0,0.15,3,N
kr27hpsi-rof1,23,77000,Própria,3,Empreendimento,A,3500,5.99,0,0.05,2,N
hnnj38nn-ilck,29,58800,Hipotecada,13,Empreendimento,B,NULL,14.18,NULL,0.11,3,S
oq9nxfpi-bp8e,51,98000,Alugado,5,Pessoal,C,6000,15.96,0,0.06,23,N
kzz4jpbd-pehv,32,64600,Hipotecada,12,Médico,B,25000,11.36,1,0.33,5,N
f9btgjpr-fdb6,24,76000,Hipotecada,8,Educação,B,13500,9.99,0,0.18,4,N
0n07qf8n-rypu,35,44000,Alugado,3,Pessoal,C,16000,13.99,1,0.36,8,S
pggo308k-xvdy,23,68000,Alugado,1,Pessoal,E,14400,17.99,1,0.21,3,S
nfch0zlf-pk16,24,40000,Alugado,1,Empreendimento,B,3825,10,0,0.1,4,N
ff5stnv9-d0kq,23,21600,Alugado,1,"Pegamento de dívidas",C,2400,15.23,1,0.11,4,N
cdxwkcpn-tabm,22,31200,Hipotecada,2,"Pegamento de dívidas",A,1050,7.51,1,0.03,4,N
d43vky6k-g8ml,23,98000,Hipotecada,4,Educação,A,14500,8.94,0,0.15,3,N
x8nhhff9-hrdo,28,80000,Alugado,8,Empreendimento,D,14000,14.91,0,0.17,5,N
xgwikvzw-fecx,36,76464,Alugado,8,Médico,C,20000,13.22,0,0.26,12,S
t9wuiit9-siai,23,45504,Alugado,2,Pessoal,C,14500,NULL,1,0.32,3,N
4r43hcup-p3gb,46,116000,Hipotecada,6,"Pegamento de dívidas",A,10000,6.03,0,0.09,15,N
su3wpnzm-4bxk,27,63000,Alugado,2,"Reforma residencial",A,8000,7.51,0,0.13,6,N
iclberym-dxph,27,31200,Hipotecada,3,Pessoal,B,3600,11.48,0,0.12,7,N
nlho59jq-ptcu,23,39000,Alugado,7,Médico,D,15000,15.28,1,0.38,3,N
firgh1ej-cldk,26,78000,Alugado,8,"Reforma residencial",C,20000,13.85,0,0.26,4,S
dvfdzdid-2rwt,27,35000,Alugado,11,Empreendimento,C,8575,15.27,0,0.24,6,N
begh3d9r-nu0w,27,43495,Hipotecada,3,Educação,B,10800,10.99,0,0.25,6,N
pbji1sdu-loph,29,90000,Hipotecada,13,Empreendimento,B,10000,12.21,0,0.11,10,N
1asxaf42-6yqb,24,52000,Hipotecada,8,"Reforma residencial",B,15000,10,0,0.29,2,N
cn8rsbcc-e6qx,24,45000,Hipotecada,0,Empreendimento,A,5000,6.62,0,0.11,3,N
yldczbjl-vzba,43,58000,Hipotecada,4,Educação,C,9000,13.22,0,0.16,14,S
igry4wby-1mwt,24,35000,Alugado,4,Educação,A,1850,7.12,0,0.05,2,N
jrszjtst-ztpl,22,150000,Hipotecada,6,Médico,C,9500,12.87,0,0.06,4,S
gq0jqk5b-lqjj,25,70000,Alugado,5,"Reforma residencial",A,6800,5.42,0,0.1,2,N
8mvcx5nk-h5ut,23,39996,Alugado,6,Médico,B,12000,9.63,0,0.3,3,N
m7esh5rx-gtkt,24,32500,Própria,2,Educação,D,NULL,7.88,0,NULL,6,N
7hebe0ut-ayhb,24,60000,Hipotecada,5,Empreendimento,A,14000,7.51,0,0.23,4,N
